number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,author_class
16.37,87.73,4.277091894132855,6.28,0.76,0.03,-5.832211912034207,0.84,0.33,0.33,0.0,0.04,0.13,0.25,1.14,1.14,0.21,0.705,0.0,0.03,0.0,0.03,0.0,0.01,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.03,1.07,0.41,0.0,0.14,1.01,0.0,2
14.86,77.33,4.111079272133846,5.94,0.61,0.02,-6.515057604306865,0.44,0.15,0.15,0.0,0.03,0.05,0.32,0.93,1.14,0.18,0.495,0.0,0.01,0.0,0.03,0.0,0.02,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.67,0.43,0.0,0.12,0.45,0.0,2
16.39,86.06,4.119985564975256,6.54,0.6,0.0,-5.598144051250761,0.66,0.23,0.23,0.0,0.07,0.09,0.22,0.94,1.33,0.18,0.505,0.01,0.0,0.0,0.04,0.04,0.0,0.03,0.16,0.0,0.01,0.0,0.0,0.0,0.04,0.79,0.23,0.0,0.1,0.67,0.0,2
18.28,97.01,4.134900377969736,6.85,0.79,0.0,-5.065395185995623,1.45,0.42,0.42,0.01,0.04,0.09,0.25,1.43,1.27,0.25,0.83,0.0,0.04,0.0,0.06,0.04,0.01,0.02,0.25,0.0,0.0,0.0,0.0,0.0,0.06,1.38,0.2,0.0,0.06,1.27,0.0,2
18.01,97.96,4.250817565485614,6.62,0.96,0.02,-5.270486451971125,1.69,0.68,0.7,0.01,0.05,0.19,0.23,1.23,1.26,0.23,1.09,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.02,1.72,0.07,0.0,0.05,2.09,0.0,2
17.31,95.7,4.358697762434616,5.65,0.98,0.0,-5.260243847487002,1.78,0.74,0.74,0.0,0.05,0.06,0.21,1.13,1.31,0.28,1.215,0.01,0.02,0.0,0.07,0.08,0.05,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.07,1.89,0.06,0.0,0.06,2.21,0.0,2
16.94,93.53,4.377468365252945,5.83,0.87,0.0,-5.333340968122785,1.1,0.6,0.6,0.0,0.11,0.14,0.22,0.99,1.31,0.21,1.005,0.0,0.0,0.0,0.08,0.02,0.01,0.0,0.16,0.0,0.01,0.0,0.0,0.0,0.08,1.61,0.13,0.0,0.06,1.79,0.0,2
19.4,119.55,4.915125265731951,5.53,1.17,0.74,-2.6714226804123697,1.93,0.7,0.71,0.0,0.12,0.06,0.47,1.43,1.6,0.2,1.18,0.0,0.0,0.0,0.05,0.0,0.07,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.05,1.78,0.27,0.0,0.06,2.05,0.0,2
18.01,116.63,5.082912439133917,4.8,1.61,0.73,-3.1607696279844504,3.2,0.94,0.94,0.0,0.18,0.14,0.27,2.14,1.29,0.28,1.395,0.0,0.01,0.0,0.02,0.06,0.08,0.1,0.3,0.0,0.0,0.02,0.0,0.0,0.02,1.97,0.23,0.0,0.03,2.75,0.0,2
17.54,110.17,5.072965838944809,4.9,1.13,0.74,-3.616332725199543,1.98,0.86,0.86,0.0,0.16,0.11,0.35,1.6,1.34,0.17,1.3,0.0,0.0,0.0,0.06,0.0,0.02,0.14,0.12,0.01,0.0,0.0,0.0,0.02,0.07,1.96,0.39,0.0,0.08,2.5,0.0,2
17.91,111.57,4.9026901673414915,5.08,1.03,0.72,-3.6505494695700715,2.14,0.73,0.74,0.0,0.2,0.05,0.44,1.92,1.3,0.22,1.235,0.0,0.0,0.0,0.03,0.0,0.02,0.11,0.13,0.0,0.02,0.02,0.0,0.0,0.03,1.69,0.3,0.0,0.11,2.09,0.0,2
17.45,111.7,5.152848992536329,4.84,1.02,1.08,-3.6181962750716323,2.09,0.76,0.76,0.01,0.09,0.06,0.4,2.07,1.22,0.23,1.19,0.0,0.0,0.0,0.01,0.02,0.03,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.01,1.72,0.22,0.0,0.03,2.22,0.0,2
18.06,116.85,5.189805751979444,4.77,1.11,0.96,-3.208504761904761,1.81,0.83,0.84,0.0,0.28,0.11,0.4,1.62,1.52,0.16,1.4,0.0,0.0,0.0,0.05,0.0,0.02,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.05,1.9,0.23,0.0,0.05,2.42,0.0,2
17.95,114.47,5.0697722680085855,4.62,1.08,0.69,-3.2384136490250697,1.96,0.6,0.6,0.0,0.18,0.08,0.46,1.94,1.48,0.25,1.44,0.0,0.01,0.0,0.05,0.02,0.11,0.12,0.19,0.0,0.0,0.0,0.0,0.02,0.05,1.68,0.25,0.0,0.07,1.78,0.0,2
16.88,108.46,5.127621928899535,4.46,1.06,0.79,-3.449335545023697,2.27,0.92,0.92,0.0,0.34,0.05,0.33,1.67,1.26,0.17,1.67,0.0,0.01,0.0,0.04,0.02,0.08,0.05,0.22,0.0,0.0,0.0,0.0,0.0,0.05,1.98,0.24,0.0,0.02,2.66,0.0,2
16.8,108.9,5.155543313503683,4.38,1.28,0.71,-3.657761904761905,1.97,0.78,0.79,0.0,0.33,0.14,0.33,1.57,1.36,0.2,1.405,0.0,0.0,0.0,0.03,0.04,0.06,0.05,0.21,0.0,0.0,0.02,0.0,0.0,0.03,1.77,0.22,0.0,0.09,2.3,0.0,2
18.98,118.77,5.032663170566092,5.47,1.24,0.89,-3.0276314014752366,2.4,0.7,0.71,0.0,0.34,0.07,0.57,1.63,1.41,0.18,1.175,0.0,0.01,0.0,0.04,0.0,0.02,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.05,1.77,0.25,0.0,0.04,2.0,0.0,2
19.1,114.16,4.762253055628432,5.76,0.89,0.29,-3.4024659685863874,1.91,0.04,0.76,0.04,0.21,0.25,0.28,1.59,1.17,0.13,0.785,0.0,0.0,0.0,0.03,0.02,0.1,0.27,0.16,0.01,0.04,0.0,0.0,0.01,0.03,1.51,0.33,0.0,0.12,2.18,0.0,2
19.18,117.76,4.9483374579276465,5.09,0.98,0.59,-2.529716579770593,2.26,0.03,0.82,0.0,0.16,0.21,0.32,1.41,1.12,0.06,0.815,0.01,0.02,0.0,0.14,0.02,0.12,0.25,0.14,0.01,0.14,0.0,0.0,0.02,0.14,1.59,0.3,0.0,0.19,2.42,0.0,2
19.32,117.54,4.923101031483797,5.72,0.96,0.37,-2.656028157349896,1.6,0.03,0.64,0.06,0.17,0.14,0.33,1.3,1.24,0.12,0.665,0.01,0.0,0.0,0.07,0.0,0.12,0.2,0.09,0.01,0.06,0.0,0.0,0.0,0.08,1.31,0.31,0.0,0.22,1.94,0.0,2
18.2,110.24,5.003665347922829,4.9,0.9,0.28,-3.2987032967032963,2.38,0.15,0.74,0.05,0.18,0.19,0.34,1.28,1.17,0.1,0.66,0.0,0.0,0.0,0.12,0.03,0.08,0.16,0.12,0.0,0.0,0.0,0.0,0.03,0.12,1.32,0.33,0.0,0.19,2.09,0.0,2
17.67,107.61,4.968086115050053,5.51,0.96,0.42,-3.516583418222975,1.69,0.03,0.71,0.03,0.25,0.26,0.22,1.47,0.91,0.12,0.62,0.0,0.01,0.0,0.03,0.0,0.08,0.19,0.12,0.0,0.14,0.0,0.0,0.0,0.03,1.18,0.22,0.0,0.18,2.07,0.0,2
17.42,109.63,5.1713232087848295,5.21,0.91,0.77,-3.092640872560274,1.45,0.62,0.72,0.02,0.19,0.15,0.24,1.52,1.11,0.21,0.865,0.01,0.02,0.0,0.05,0.03,0.11,0.13,0.11,0.01,0.06,0.0,0.0,0.0,0.05,0.97,0.31,0.0,0.16,2.09,0.0,2
16.74,104.98,5.186155329288924,5.0,0.99,0.73,-3.281232735961769,1.25,0.53,0.54,0.02,0.21,0.2,0.24,1.29,0.96,0.19,0.715,0.0,0.0,0.0,0.05,0.02,0.13,0.25,0.18,0.01,0.05,0.0,0.0,0.0,0.05,0.83,0.28,0.0,0.1,1.54,0.0,2
17.9,107.18,4.997625095968343,5.93,0.69,0.63,-3.6055363128491607,1.99,0.83,0.83,0.01,0.19,0.16,0.33,1.46,1.24,0.28,1.065,0.0,0.01,0.0,0.08,0.0,0.14,0.16,0.22,0.01,0.0,0.0,0.0,0.0,0.08,0.99,0.4,0.0,0.06,2.5,0.0,2
16.89,103.65,5.225354453787572,5.18,0.77,0.38,-3.867908880994669,1.43,0.54,0.54,0.01,0.18,0.14,0.41,1.08,0.98,0.14,1.175,0.0,0.0,0.0,0.09,0.0,0.13,0.09,0.13,0.02,0.02,0.0,0.0,0.0,0.09,0.83,0.33,0.0,0.06,1.66,0.0,2
16.47,99.64,5.079110721984456,5.39,1.02,0.4,-4.044052762598664,1.69,0.47,0.47,0.02,0.21,0.15,0.21,0.97,1.08,0.17,0.715,0.0,0.0,0.0,0.13,0.02,0.11,0.27,0.16,0.01,0.02,0.0,0.0,0.0,0.13,0.73,0.4,0.0,0.12,1.41,0.0,2
17.47,115.57,5.334728843941885,4.88,1.0,0.61,-2.927358271322266,1.42,0.54,0.78,0.0,0.6,0.04,0.3,2.03,0.91,0.06,0.92,0.0,0.01,0.0,0.03,0.0,0.11,0.13,0.04,0.0,0.05,0.0,0.0,0.0,0.04,1.1,0.22,0.0,0.0,2.43,0.0,2
17.41,113.36,5.321535879644725,5.26,0.92,0.47,-3.4931499712808716,1.41,0.67,0.8,0.0,0.48,0.06,0.2,2.06,1.0,0.15,1.46,0.02,0.0,0.0,0.01,0.0,0.08,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.02,1.06,0.23,0.0,0.1,2.34,0.0,2
16.59,110.15,5.326927345026012,4.67,0.49,0.98,-3.0527511151295954,1.89,0.86,0.9,0.0,0.24,0.01,0.28,2.53,1.0,0.11,1.475,0.01,0.02,0.0,0.04,0.0,0.08,0.12,0.08,0.0,0.01,0.0,0.0,0.0,0.06,1.07,0.18,0.0,0.0,2.72,0.0,2
16.49,110.6,5.476424472814469,4.6,0.71,0.67,-3.4127508186779867,1.83,0.83,0.92,0.0,0.37,0.12,0.27,2.53,1.03,0.06,1.665,0.0,0.0,0.0,0.02,0.0,0.03,0.11,0.01,0.0,0.01,0.0,0.0,0.0,0.02,1.13,0.16,0.0,0.0,2.76,0.0,2
17.71,113.41,5.201819609762366,5.39,0.66,0.56,-3.132902371541501,1.71,0.88,0.9,0.02,0.35,0.03,0.28,2.74,0.97,0.18,0.945,0.0,0.01,0.0,0.04,0.0,0.02,0.07,0.05,0.01,0.01,0.0,0.0,0.0,0.04,1.15,0.32,0.0,0.04,2.59,0.0,2
17.13,112.2,5.382486778427001,4.99,0.63,0.75,-2.9783017513134844,1.86,0.92,0.92,0.0,0.35,0.09,0.17,2.21,0.86,0.1,1.3,0.0,0.01,0.0,0.03,0.0,0.04,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.03,1.06,0.29,0.0,0.04,2.67,0.0,2
15.41,108.99,5.80304358805483,4.36,0.37,1.39,-2.818646398442569,1.87,0.93,0.93,0.0,0.14,0.04,0.15,3.37,1.0,0.16,1.13,0.04,0.0,0.0,0.01,0.0,0.0,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.35,0.0,0.02,2.78,0.0,2
15.91,110.97,5.664933103808592,4.32,0.37,1.39,-2.8064702074167176,1.67,0.98,0.98,0.0,0.1,0.01,0.3,2.94,0.79,0.14,1.27,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.02,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.16,0.0,0.0,2.96,0.0,2
15.7,111.27,5.794028424490884,3.97,0.21,1.79,-2.559866242038215,1.97,0.98,0.98,0.0,0.15,0.02,0.16,2.03,0.86,0.1,1.665,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.04,0.0,0.0,0.0,0.0,1.03,0.16,0.0,0.04,2.95,0.0,2
15.42,109.7,5.744444714150884,4.09,0.71,1.45,-2.7808692607003884,1.64,0.87,0.88,0.0,0.14,0.07,0.1,2.09,1.0,0.2,1.63,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.11,0.0,0.06,0.0,0.0,0.0,0.06,1.04,0.22,0.0,0.0,2.6,0.0,2
11.83,64.0,4.988185868545017,4.55,0.81,0.0,-7.29565756551141,1.54,0.09,0.1,0.0,0.0,0.06,0.16,0.13,0.77,0.25,1.0,0.0,0.0,0.0,0.01,0.0,0.02,0.05,0.34,0.0,0.0,0.0,0.0,0.0,0.01,0.32,0.52,0.0,0.0,0.28,0.0,2
12.45,66.86,4.577368637688714,4.87,0.64,0.01,-6.820122489959839,0.67,0.11,0.12,0.0,0.15,0.06,0.11,0.11,0.9,0.15,0.815,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.51,0.0,0.04,0.35,0.0,2
11.14,63.43,5.181205104390269,4.14,0.87,0.0,-6.457608258527827,0.96,0.07,0.07,0.0,0.19,0.03,0.1,0.13,0.78,0.15,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.34,0.0,0.02,0.22,0.0,2
10.56,59.84,5.112866089132689,3.75,1.07,0.01,-6.878986363636363,1.01,0.02,0.02,0.02,0.14,0.04,0.11,0.04,0.66,0.21,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.55,0.0,0.01,0.0,0.0,0.0,0.0,0.11,0.38,0.0,0.08,0.06,0.0,2
12.13,64.52,4.711062051741096,4.22,0.69,0.01,-6.676282687551524,0.81,0.04,0.04,0.0,0.11,0.02,0.24,0.1,0.9,0.12,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.47,0.0,0.0,0.12,0.0,2
10.48,58.47,5.119911156629997,3.71,0.72,0.02,-6.7850519083969445,0.65,0.09,0.1,0.0,0.08,0.07,0.14,0.1,0.59,0.1,0.695,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.28,0.0,0.0,0.27,0.0,2
11.19,59.68,4.861883276938596,4.28,0.64,0.0,-7.366382573726542,0.68,0.05,0.1,0.01,0.12,0.1,0.09,0.05,0.76,0.2,0.46,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24,0.0,0.02,0.16,0.0,2
13.54,71.82,4.7940348025759185,5.48,0.68,0.01,-6.657849039881832,1.04,0.08,0.11,0.0,0.08,0.08,0.2,0.12,1.02,0.23,0.41,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.57,0.0,0.04,0.24,0.0,2
13.4,71.74,4.8743235460246765,5.07,0.73,0.0,-6.4101194029850745,1.25,0.14,0.14,0.0,0.22,0.03,0.11,0.22,0.87,0.21,0.365,0.0,0.0,0.0,0.01,0.0,0.07,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.41,0.46,0.0,0.0,0.42,0.0,2
13.63,72.82,4.761935054569849,5.1,0.64,0.0,-6.542972046955246,0.94,0.11,0.11,0.0,0.09,0.09,0.1,0.18,0.83,0.25,0.435,0.0,0.0,0.0,0.0,0.01,0.07,0.01,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.0,0.0,0.33,0.0,2
19.53,119.18,4.821584078812321,5.83,1.34,1.19,-2.7771914490527383,2.25,0.08,0.66,0.0,0.33,0.1,0.37,1.66,1.22,0.11,0.74,0.0,0.04,0.0,0.04,0.0,0.05,0.21,0.1,0.0,0.05,0.0,0.0,0.0,0.04,1.48,0.51,0.0,0.04,1.97,0.0,1
19.21,117.79,4.8742396791863225,5.66,1.19,1.36,-2.9997137428422675,2.03,0.07,0.82,0.0,0.35,0.19,0.37,1.75,1.15,0.1,0.805,0.0,0.05,0.0,0.02,0.0,0.07,0.09,0.19,0.0,0.06,0.0,0.0,0.0,0.02,1.61,0.52,0.0,0.16,2.45,0.0,1
19.74,124.01,4.987867967542072,5.57,1.32,1.87,-2.493527659574468,1.64,0.06,0.69,0.0,0.24,0.08,0.43,1.87,1.14,0.21,0.725,0.0,0.02,0.0,0.03,0.0,0.1,0.23,0.14,0.0,0.15,0.0,0.0,0.0,0.03,1.43,0.51,0.0,0.27,2.04,0.0,1
18.62,115.23,4.977670496365393,5.64,1.16,1.55,-2.92884446831364,1.54,0.15,0.69,0.0,0.34,0.09,0.39,1.79,1.3,0.19,0.585,0.0,0.01,0.0,0.02,0.0,0.03,0.11,0.05,0.0,0.06,0.0,0.0,0.0,0.02,1.07,0.53,0.0,0.1,2.0,0.0,1
18.75,119.37,5.064165403642429,4.95,1.11,2.04,-2.4309933333333333,2.54,0.03,0.84,0.01,0.35,0.11,0.25,1.86,0.9,0.15,0.79,0.0,0.0,0.0,0.02,0.0,0.0,0.12,0.09,0.0,0.09,0.02,0.0,0.0,0.02,1.58,0.49,0.0,0.08,2.3,0.0,1
19.39,124.03,5.071369192757783,5.35,1.53,1.48,-2.368281640020628,2.55,0.11,1.06,0.03,0.3,0.09,0.43,1.92,1.03,0.09,0.945,0.0,0.04,0.0,0.01,0.0,0.1,0.02,0.18,0.0,0.13,0.0,0.0,0.0,0.01,1.89,0.45,0.0,0.11,3.02,0.0,1
18.08,111.76,4.860398013465822,4.91,0.8,1.97,-3.4872513274336274,2.55,0.52,1.0,0.0,0.32,0.03,0.37,1.93,0.92,0.09,0.79,0.0,0.01,0.0,0.02,0.0,0.01,0.12,0.1,0.01,0.07,0.0,0.0,0.0,0.02,1.58,0.37,0.0,0.02,2.94,0.0,1
18.75,116.58,4.911357752095824,5.73,1.04,1.96,-3.0854999999999997,2.26,0.56,0.89,0.0,0.29,0.08,0.28,1.91,1.13,0.14,0.715,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.07,0.0,0.0,0.0,0.0,1.39,0.45,0.0,0.03,2.41,0.0,1
20.31,127.29,5.008028806575992,5.94,1.19,1.69,-2.050882373215165,2.09,0.8,0.87,0.0,0.39,0.13,0.43,1.85,0.92,0.07,0.66,0.0,0.08,0.0,0.04,0.0,0.02,0.13,0.16,0.0,0.05,0.0,0.0,0.0,0.05,1.32,0.44,0.0,0.13,2.21,0.0,1
20.65,126.87,4.920178946361242,6.11,1.1,1.4,-2.3022142857142853,2.22,0.9,0.98,0.0,0.4,0.05,0.37,2.04,1.2,0.09,0.76,0.0,0.04,0.0,0.0,0.0,0.02,0.12,0.05,0.01,0.04,0.0,0.0,0.0,0.0,1.5,0.46,0.0,0.06,2.41,0.0,1
19.01,113.94,4.888982895518625,6.45,0.69,0.03,-2.5647375591793775,1.31,0.68,0.69,0.02,0.0,0.05,0.47,1.28,1.33,0.23,0.525,0.0,0.01,0.0,0.04,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.02,0.05,1.05,0.17,0.0,0.11,2.06,0.0,1
23.38,137.26,4.828777404979616,8.32,0.48,0.07,-0.9856579982891347,2.31,0.59,0.59,0.07,0.02,0.04,0.86,1.6,1.64,0.15,0.46,0.01,0.03,0.0,0.04,0.0,0.12,0.29,0.06,0.02,0.01,0.0,0.0,0.0,0.04,0.92,0.19,0.0,0.15,1.82,0.0,1
20.97,125.15,4.922308181708349,7.17,0.59,0.01,-1.627055269432521,1.61,0.63,0.63,0.02,0.02,0.06,0.41,1.28,1.55,0.23,0.485,0.0,0.0,0.0,0.01,0.0,0.06,0.11,0.03,0.0,0.01,0.0,0.0,0.0,0.01,0.93,0.08,0.0,0.05,1.93,0.0,1
22.19,131.66,4.876435337446999,8.1,0.71,0.01,-1.37889233889139,1.45,0.55,0.55,0.04,0.03,0.05,0.59,1.45,1.73,0.23,0.45,0.0,0.02,0.0,0.0,0.01,0.13,0.09,0.06,0.01,0.0,0.0,0.0,0.0,0.01,0.9,0.04,0.0,0.04,1.6,0.0,1
23.59,139.98,4.861504033789721,8.16,0.43,0.13,-0.8525536668079674,1.96,0.64,0.64,0.01,0.05,0.05,0.92,1.67,1.87,0.31,0.56,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.03,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.02,1.97,0.0,1
23.05,139.79,4.994269210192148,8.18,0.56,0.07,-0.3191117136659418,1.56,0.57,0.57,0.03,0.02,0.06,0.75,1.33,1.81,0.33,0.465,0.0,0.01,0.0,0.02,0.0,0.14,0.2,0.05,0.01,0.01,0.0,0.0,0.0,0.04,0.89,0.0,0.0,0.0,1.76,0.0,1
29.09,172.97,4.830083077112684,11.08,0.32,0.02,1.7220302165692694,1.66,0.56,0.57,0.0,0.02,0.04,1.25,1.65,2.57,0.28,0.475,0.0,0.03,0.0,0.01,0.0,0.07,0.27,0.03,0.01,0.01,0.0,0.0,0.01,0.06,0.87,0.06,0.0,0.07,1.82,0.0,1
26.94,161.66,4.944225423595483,10.23,0.52,0.11,1.4517150705270971,1.9,0.55,0.55,0.03,0.0,0.01,1.14,1.5,2.31,0.23,0.415,0.0,0.01,0.0,0.01,0.0,0.04,0.21,0.05,0.01,0.0,0.0,0.0,0.01,0.04,0.81,0.1,0.0,0.05,1.68,0.0,1
27.15,161.99,4.898661580611326,9.94,0.34,0.06,1.2744484346224674,2.08,0.62,0.62,0.03,0.04,0.02,0.98,1.68,2.01,0.28,0.45,0.0,0.0,0.0,0.0,0.02,0.14,0.26,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.88,0.11,0.0,0.1,1.88,0.0,1
24.19,146.58,4.998591240403987,8.57,0.48,0.09,0.2343439024390257,1.76,0.53,0.53,0.06,0.02,0.04,0.71,1.47,1.94,0.32,0.495,0.0,0.0,0.0,0.03,0.06,0.12,0.2,0.02,0.0,0.02,0.0,0.0,0.0,0.03,0.83,0.11,0.0,0.09,1.64,0.0,1
9.86,56.47,4.665032517002025,2.6,0.73,0.03,-7.998758215010142,1.42,0.39,0.39,0.01,0.06,0.06,0.2,0.51,0.62,0.12,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.15,0.0,0.1,1.16,0.0,1
12.7,73.51,4.761415974072816,3.89,0.95,0.01,-6.483771653543307,1.55,0.49,0.49,0.0,0.07,0.02,0.15,0.81,0.95,0.13,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.26,0.0,0.02,1.47,0.0,1
7.2,42.54,5.013037634192432,1.57,1.08,0.01,-8.799499999999998,1.01,0.07,0.07,0.0,0.23,0.0,0.14,0.07,0.74,0.05,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.0,0.21,0.0,1
13.44,77.43,4.7444265118464335,3.96,0.89,0.04,-5.905840476190477,1.49,0.44,0.46,0.01,0.05,0.0,0.17,0.77,0.93,0.24,0.755,0.0,0.0,0.0,0.03,0.0,0.04,0.12,0.37,0.0,0.0,0.0,0.0,0.02,0.03,1.15,0.25,0.0,0.06,1.35,0.0,1
14.87,85.83,4.678737102392978,4.5,0.94,0.03,-5.696012710154674,1.65,0.51,0.51,0.0,0.01,0.02,0.25,0.92,0.96,0.17,0.98,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.3,0.0,0.08,1.49,0.0,1
12.48,71.96,4.655344936489231,4.0,0.95,0.02,-6.751646153846153,1.19,0.52,0.52,0.0,0.04,0.04,0.12,0.8,0.8,0.14,0.915,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.36,0.0,0.0,0.0,0.0,0.01,0.0,1.17,0.28,0.0,0.12,1.54,0.0,1
12.91,75.24,4.738580182155754,3.58,0.89,0.02,-6.195223934934159,1.46,0.5,0.5,0.01,0.03,0.05,0.19,0.71,0.8,0.1,0.945,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.3,0.0,0.0,0.0,0.0,0.0,0.01,1.11,0.28,0.0,0.06,1.51,0.0,1
13.56,78.18,4.649189874612135,4.03,0.94,0.07,-5.776526253687315,1.59,0.46,0.46,0.01,0.07,0.04,0.14,0.75,0.89,0.13,0.78,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.01,1.12,0.15,0.0,0.02,1.38,0.0,1
14.49,84.04,4.657152385997511,4.48,0.97,0.02,-5.7775473429951685,1.87,0.58,0.59,0.0,0.22,0.05,0.11,0.77,1.09,0.18,1.76,0.0,0.0,0.0,0.01,0.0,0.02,0.13,0.32,0.0,0.01,0.0,0.0,0.0,0.01,1.38,0.2,0.0,0.02,1.72,0.0,1
16.49,95.18,4.649165201080857,4.85,1.1,0.1,-4.815297816858703,2.09,0.56,0.57,0.0,0.04,0.03,0.18,0.92,1.23,0.2,1.33,0.0,0.0,0.0,0.01,0.02,0.01,0.19,0.32,0.0,0.0,0.0,0.0,0.01,0.01,1.46,0.05,0.0,0.07,1.69,0.0,1
16.47,95.38,4.639327981755736,5.49,0.76,0.22,-4.488254341226472,1.39,0.69,0.69,0.02,0.28,0.08,0.3,1.1,1.35,0.37,0.575,0.0,0.0,0.0,0.06,0.02,0.04,0.11,0.09,0.0,0.01,0.0,0.0,0.01,0.06,1.15,0.48,0.0,0.06,2.02,0.0,1
16.0,96.53,4.8879504166594385,4.69,0.57,0.17,-4.216999999999999,1.62,1.0,1.0,0.01,0.29,0.08,0.1,1.57,1.07,0.13,0.67,0.0,0.0,0.0,0.0,0.02,0.14,0.13,0.07,0.0,0.02,0.0,0.0,0.0,0.0,1.32,0.28,0.0,0.12,2.98,0.0,1
17.32,103.68,4.793169760504274,5.05,0.7,0.07,-3.650557967667435,2.02,1.04,1.04,0.0,0.34,0.05,0.15,1.55,1.2,0.13,0.685,0.0,0.0,0.0,0.01,0.0,0.14,0.21,0.12,0.0,0.01,0.0,0.0,0.0,0.01,1.37,0.39,0.0,0.04,3.1,0.0,1
16.85,100.61,4.803925458953108,5.15,0.7,0.17,-4.291497032640947,1.88,1.05,1.05,0.0,0.31,0.05,0.24,1.51,1.07,0.08,0.715,0.0,0.0,0.0,0.03,0.1,0.1,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.03,1.43,0.16,0.0,0.04,3.13,0.0,1
17.82,105.88,4.79507154324303,5.37,0.7,0.04,-3.687113580246912,1.72,0.98,0.98,0.03,0.36,0.06,0.18,1.74,1.31,0.2,0.675,0.0,0.0,0.0,0.08,0.01,0.14,0.12,0.16,0.02,0.01,0.02,0.0,0.0,0.08,1.35,0.36,0.0,0.2,2.95,0.0,1
16.89,99.83,4.764058655705931,5.18,0.73,0.08,-4.3080509769094135,1.69,1.01,1.02,0.02,0.36,0.04,0.16,1.53,0.99,0.08,0.735,0.0,0.0,0.0,0.11,0.02,0.04,0.08,0.22,0.0,0.0,0.0,0.0,0.0,0.11,1.35,0.2,0.0,0.06,3.05,0.0,1
