number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,number_of_words_in_bot_popular_words,number_of_words_in_human_popular_words,number_of_different_words,author_class
19.0,116.75,4.941930692937805,5.96,0.71,0.28,2.2723157894736836,1.59,0.41,0.41,0.0,0.03,0.04,0.76,1.39,0.25,0.01,0.7,0.45,0.0,0.0,0.0,0.0,0.06,0.06,0.45,0.0,0.0,0.0,0.0,0.0,0.03,1.34,0.0,0.0,0.04,1.19,0.0,0.9,1.29,0.33631578947368423,0
21.06,120.33,4.465958310555326,6.19,0.0,1.0,1.6218805318138685,2.28,1.0,1.0,0.0,0.02,0.02,0.51,2.8,0.18,0.02,0.555,0.0,0.0,0.0,0.0,0.0,0.06,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.02,0.0,0.0,3.0,0.0,2.11,0.48,0.3888888888888889,0
20.57,118.66,4.5456726607549,5.84,0.0,1.0,1.8516485658726332,2.37,1.0,1.0,0.02,0.0,0.03,0.4,2.68,0.14,0.04,0.545,0.0,0.0,0.0,0.0,0.0,0.04,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.03,3.0,0.0,2.14,0.43,0.39134662129314535,0
19.42,112.23,4.5731536617042545,5.33,0.0,1.0,1.6996599382080362,2.19,1.0,1.0,0.04,0.04,0.05,0.41,2.2,0.2,0.03,0.565,0.0,0.0,0.0,0.0,0.0,0.02,0.42,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.13,0.0,0.0,0.01,3.0,0.0,2.2,0.32,0.4016477857878476,0
20.38,117.29,4.529643007224848,5.72,0.0,1.0,1.4716445534838094,2.34,1.0,1.0,0.0,0.01,0.08,0.39,2.62,0.18,0.02,0.55,0.0,0.0,0.0,0.01,0.0,0.12,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.1,0.02,0.0,0.0,3.0,0.0,2.14,0.47,0.40775269872423947,0
20.45,117.11,4.486245439173992,5.75,0.0,1.0,1.1792408312958464,2.85,1.0,1.0,0.04,0.0,0.08,0.6,2.6,0.16,0.03,0.535,0.0,0.0,0.0,0.0,0.0,0.09,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,3.0,0.0,2.1,0.49,0.4078239608801956,0
20.42,116.72,4.491658685771693,5.93,0.0,1.0,1.2382466209598455,3.02,1.0,1.0,0.0,0.0,0.05,0.3,2.59,0.27,0.06,0.55,0.0,0.0,0.0,0.0,0.0,0.08,0.51,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.1,0.0,0.0,0.0,3.01,0.0,2.07,0.45,0.38540646425073455,0
19.49,112.83,4.561838727809985,5.44,0.0,1.0,1.3953996408414575,2.89,1.0,1.0,0.04,0.01,0.04,0.36,2.33,0.16,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.02,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.07,0.0,0.0,0.0,3.02,0.0,2.1,0.53,0.4048229861467419,0
19.54,114.78,4.635765887654148,5.3,0.0,1.0,1.801531422722622,2.54,1.0,1.0,0.03,0.02,0.04,0.34,2.4,0.18,0.05,0.525,0.0,0.0,0.0,0.0,0.0,0.05,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.01,0.0,0.01,3.02,0.0,2.1,0.42,0.4140225179119754,0
20.1,115.27,4.510269312794113,5.7,0.0,1.0,1.3132786069651736,2.59,1.0,1.0,0.01,0.01,0.08,0.4,2.31,0.18,0.03,0.545,0.0,0.0,0.0,0.0,0.0,0.12,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.04,0.0,0.0,3.02,0.0,2.16,0.51,0.4039800995024876,0
20.37,117.24,4.541991716735438,5.87,0.0,1.0,1.5475253313696626,2.43,1.0,1.0,0.01,0.0,0.03,0.45,2.6,0.12,0.02,0.53,0.0,0.0,0.0,0.0,0.0,0.02,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.02,0.0,0.0,3.02,0.0,2.1,0.68,0.42317133038782523,0
20.5,120.18,4.595580329525745,5.58,0.0,1.0,2.0982682926829277,2.54,1.0,1.0,0.03,0.01,0.04,0.65,2.77,0.19,0.04,0.57,0.0,0.0,0.0,0.0,0.0,0.05,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.04,0.0,0.02,3.0,0.0,2.14,0.44,0.4170731707317073,0
20.13,115.91,4.534514431791468,5.46,0.0,1.0,1.915245454545456,2.7,1.0,1.0,0.01,0.03,0.08,0.38,2.46,0.23,0.02,0.535,0.0,0.0,0.0,0.0,0.0,0.06,0.49,0.0,0.0,0.0,0.0,0.0,0.02,0.01,1.07,0.0,0.0,0.0,3.0,0.0,2.2,0.43,0.39841033283656235,0
20.53,117.21,4.4783312484212185,5.96,0.0,1.0,1.365847588894301,2.81,1.0,1.0,0.03,0.01,0.06,0.38,2.55,0.16,0.05,0.53,0.0,0.0,0.0,0.0,0.0,0.05,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,3.0,0.0,2.1,0.49,0.3964929371651242,0
20.5,118.16,4.520677776700188,5.64,0.0,1.0,1.4420731707317067,2.94,1.0,1.0,0.0,0.0,0.08,0.47,2.74,0.27,0.06,0.535,0.0,0.0,0.0,0.0,0.0,0.1,0.59,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.07,0.02,0.0,0.0,3.0,0.0,2.12,0.48,0.3960975609756098,0
20.02,116.43,4.572029290261927,5.61,0.0,1.0,1.5481696303696317,3.28,1.0,1.0,0.01,0.0,0.06,0.37,2.61,0.3,0.01,0.565,0.0,0.0,0.0,0.0,0.0,0.06,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.02,0.0,0.0,3.03,0.0,2.13,0.49,0.4085914085914086,0
19.48,112.09,4.537179160568496,5.37,0.0,1.0,1.4266045174538,2.91,1.0,1.0,0.04,0.01,0.05,0.38,2.25,0.16,0.05,0.53,0.0,0.0,0.0,0.0,0.0,0.07,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.06,0.01,0.0,0.01,3.02,0.0,2.1,0.53,0.41478439425051333,0
19.63,115.87,4.642916570074231,5.48,0.0,1.0,1.8459343352012247,2.39,1.0,1.0,0.02,0.01,0.07,0.39,2.42,0.16,0.05,0.545,0.0,0.0,0.0,0.0,0.0,0.04,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.06,0.0,0.0,3.02,0.0,2.11,0.55,0.4121242995415181,0
20.32,116.9,4.5362371869143345,5.92,0.0,1.0,1.4867685039370073,2.24,1.0,1.0,0.01,0.0,0.04,0.47,2.47,0.25,0.04,0.525,0.0,0.0,0.0,0.0,0.0,0.04,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.04,3.0,0.0,2.18,0.51,0.40698818897637795,0
20.3,116.26,4.488599635323584,5.94,0.0,1.0,1.2496600985221704,2.71,1.0,1.0,0.0,0.01,0.0,0.56,2.57,0.07,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.02,0.54,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.07,0.02,0.0,0.0,3.02,0.0,2.07,0.61,0.39655172413793105,0
19.87,115.55,4.578455989022893,5.64,0.0,1.0,1.7382632611977868,2.4,1.0,1.0,0.01,0.0,0.02,0.45,2.43,0.19,0.0,0.565,0.0,0.0,0.0,0.0,0.0,0.04,0.45,0.0,0.0,0.0,0.02,0.0,0.02,0.0,1.13,0.02,0.0,0.0,3.02,0.0,2.12,0.42,0.39909411172622045,0
11.0,47.65,3.2409090909090907,3.0,0.0,2.0,-5.936363636363636,6.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,0.03090909090909091,0
11.0,47.64,3.2399999999999984,3.0,0.0,2.0,-5.936363636363636,6.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.03363636363636364,0
11.0,47.59,3.235454545454543,3.0,0.0,2.0,-5.936363636363636,6.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,1.0,0.031818181818181815,0
11.0,47.39,3.2172727272727246,3.0,0.0,2.0,-5.936363636363636,6.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,1.0,0.03,0
11.0,47.58,3.234545454545455,3.0,0.0,2.0,-5.936363636363636,6.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.03,0
11.0,47.58,3.234545454545456,3.0,0.0,2.0,-5.936363636363636,6.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27,1.0,0.03090909090909091,0
11.0,47.59,3.2354545454545485,3.0,0.0,2.0,-5.936363636363636,6.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,1.0,0.03363636363636364,0
11.0,47.58,3.2345454545454566,3.0,0.0,2.0,-5.936363636363636,6.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,1.0,0.034545454545454546,0
11.0,47.28,3.2072727272727257,3.0,0.0,2.0,-5.936363636363636,6.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,0.03,0
11.0,47.14,3.1945454545454535,3.0,0.0,2.0,-5.936363636363636,6.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,1.0,0.03,0
15.69,90.28,4.647230690648024,4.36,0.0,0.0,0.3737144040790312,2.24,1.0,1.0,0.05,0.03,0.06,0.2,1.18,0.15,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.06,0.0,0.02,0.0,1.14,0.16,0.0,0.16,3.0,0.0,2.12,0.38,0.43021032504780116,0
14.74,84.99,4.660962780597453,3.99,0.0,0.0,-0.12281112618724421,1.78,1.0,1.0,0.0,0.02,0.06,0.14,1.04,0.14,0.01,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.01,0.0,1.15,0.23,0.0,0.14,3.0,0.0,2.08,0.61,0.4389416553595658,0
14.6,85.24,4.724002177088479,3.9,0.0,0.0,0.09358904109588906,1.91,1.0,1.0,0.02,0.03,0.05,0.18,1.02,0.12,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.14,0.31,0.0,0.28,3.0,0.0,2.13,0.39,0.4486301369863014,0
15.68,88.89,4.563271136629107,4.48,0.0,0.0,-0.03781020408163194,2.11,1.0,1.0,0.06,0.08,0.03,0.15,1.04,0.12,0.05,0.615,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.23,0.26,0.0,0.38,3.01,0.0,2.08,0.47,0.42665816326530615,0
14.87,85.53,4.67295072095424,4.18,0.0,0.0,-0.08565628782784174,2.1,1.0,1.0,0.02,0.02,0.07,0.17,1.03,0.13,0.04,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.01,0.0,1.09,0.25,0.0,0.18,3.0,0.0,2.05,0.45,0.45729657027572296,0
15.62,90.95,4.734362539893888,4.62,0.0,0.01,0.4811854033290679,2.04,1.0,1.0,0.06,0.01,0.04,0.1,1.04,0.15,0.02,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.13,0.18,0.0,0.16,3.0,0.0,2.06,0.48,0.42893725992317544,0
14.93,87.02,4.715923463729476,4.06,0.0,0.0,0.12004092431346436,1.65,1.0,1.0,0.01,0.03,0.06,0.18,1.04,0.21,0.07,0.545,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.02,0.02,1.09,0.2,0.0,0.1,3.01,0.0,2.06,0.46,0.4420629604822505,0
15.12,87.32,4.6506229780038835,4.26,0.0,0.0,0.1791544973544994,2.27,1.0,1.0,0.05,0.01,0.08,0.11,1.05,0.12,0.01,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.16,0.2,0.0,0.24,3.0,0.0,2.07,0.34,0.455026455026455,0
15.72,90.08,4.625217375070825,4.35,0.0,0.0,0.44169058524173366,1.89,1.0,1.0,0.02,0.01,0.03,0.09,1.06,0.11,0.01,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.08,0.0,0.03,0.0,1.13,0.32,0.0,0.23,3.0,0.0,2.04,0.53,0.4255725190839695,0
16.63,93.53,4.540788100415119,4.9,0.0,0.0,0.39672224894768604,2.05,1.0,1.0,0.04,0.03,0.02,0.21,1.13,0.15,0.02,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.01,1.1,0.16,0.0,0.13,3.0,0.0,2.15,0.5,0.44317498496692725,0
12.27,66.95,4.420479053140267,4.87,0.0,0.0,-2.062890709046453,0.1,0.0,0.0,0.0,0.01,0.02,0.83,1.51,0.07,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.76,0.3202933985330073,0
17.45,95.25,4.099389850292866,6.11,0.0,0.0,-1.8870787965616032,1.54,0.0,0.0,0.0,0.02,0.07,1.41,5.0,0.06,0.0,0.285,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.57,0.0,0.0,0.0,0.0,0.0,0.21,0.71,0.22406876790830946,0
11.83,62.46,4.007900840949677,3.78,0.0,0.0,-4.432935672020285,1.79,0.0,0.0,0.0,0.0,0.0,0.99,1.12,0.02,0.0,0.005,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.28,0.2797971259509721,0
9.73,51.51,4.178178610476211,3.49,0.0,0.0,-4.640109866392599,0.86,0.0,0.0,0.0,0.01,0.0,1.0,0.89,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.28,0.32168550873586843,0
10.0,52.88,4.285554087016045,3.79,0.0,0.0,-4.008199999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.81,1.04,0.09,0.04,0.015,0.0,0.0,0.0,0.0,0.0,0.41,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.02,0.3,0.327,0
10.58,53.9,4.0514914777859055,4.16,0.0,0.0,-4.147353875236295,0.19,0.0,0.01,0.0,0.02,0.01,0.92,1.09,0.08,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.03,0.0,0.2,0.51,0.3742911153119093,0
10.32,53.13,4.106293965130232,3.83,0.0,0.0,-3.824308527131782,0.22,0.0,0.0,0.0,0.0,0.01,1.08,1.04,0.08,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.36,0.3013565891472868,0
9.76,49.64,4.021962470879655,3.59,0.0,0.0,-4.8438459016393445,0.3,0.0,0.0,0.0,0.0,0.0,0.86,0.96,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.02,0.0,0.0,0.04,0.31,0.32581967213114754,0
10.17,52.5,4.0959107183666,3.98,0.0,0.0,-4.882500393313668,0.37,0.0,0.0,0.0,0.0,0.03,0.92,0.94,0.04,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.42,0.31170108161258603,0
9.46,50.21,4.262556987087559,3.51,0.0,0.0,-3.892566173361521,0.16,0.0,0.0,0.0,0.04,0.02,0.87,0.91,0.09,0.05,0.005,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.52,0.3985200845665962,0
17.03,119.07,6.086364767513797,6.16,1.26,0.07,3.558452789195538,1.4,0.34,0.34,0.0,0.09,0.13,1.28,1.63,0.22,0.03,5.445,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.08,1.05,0.0,0.8,0.88,0.3857897827363476,2
27.89,229.03,6.646776145939239,8.05,6.78,0.05,13.42076798135533,7.96,0.24,0.24,0.0,0.05,0.43,1.89,1.47,0.74,0.32,3.965,0.0,0.0,0.0,0.04,0.0,0.02,0.07,0.96,0.01,0.0,0.0,0.0,0.0,0.04,0.47,0.0,0.0,0.26,0.72,0.0,0.76,1.34,0.2796701326640373,2
21.44,150.77,5.5937073940463495,7.84,2.65,0.03,6.129155970149256,2.65,0.31,0.31,0.0,0.06,0.12,1.38,1.51,0.29,0.1,5.14,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.31,0.01,0.03,0.0,0.0,0.0,0.01,0.54,0.0,0.0,0.05,0.95,0.0,0.7,1.36,0.3558768656716418,2
17.96,125.59,6.288684206928807,6.1,2.11,0.04,4.725535857461026,3.77,0.2,0.2,0.06,0.1,0.11,1.26,1.39,0.17,0.03,2.88,0.0,0.0,0.0,0.0,0.01,0.14,0.1,0.08,0.0,0.04,0.0,0.0,0.0,0.01,0.52,0.01,0.0,0.22,0.61,0.0,0.5,1.02,0.38641425389755013,2
17.83,126.08,6.276818168535194,6.35,2.23,0.04,5.341041559169938,2.63,0.25,0.25,0.0,0.14,0.26,1.29,1.32,0.08,0.01,4.77,0.0,0.0,0.0,0.0,0.01,0.08,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.13,0.76,0.0,0.65,1.05,0.340437464946719,2
16.87,124.63,6.740114852402963,5.57,2.83,0.01,6.377563189093067,3.06,0.25,0.26,0.0,0.09,0.2,1.28,1.14,0.08,0.02,3.75,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.12,0.75,0.0,0.62,1.06,0.34914048606994663,2
11.61,83.76,6.599877977847621,4.07,1.34,0.02,1.7136105943152486,2.63,0.13,0.13,0.0,0.05,0.17,0.97,1.32,0.1,0.01,4.47,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.02,0.39,0.0,0.3,0.86,0.429801894918174,2
22.83,157.02,5.933754963723755,7.75,2.41,0.06,7.129468725361367,3.45,0.3,0.3,0.01,0.17,0.17,1.98,1.35,0.27,0.04,1.865,0.0,0.0,0.0,0.01,0.0,0.08,0.03,0.08,0.0,0.0,0.0,0.0,0.01,0.01,0.65,0.0,0.0,0.2,0.92,0.0,0.86,1.36,0.3661848445028471,2
19.19,130.93,6.080401791319288,6.59,1.71,0.13,4.4196862428348105,2.39,0.43,0.43,0.0,0.22,0.26,1.31,1.41,0.15,0.01,4.355,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.17,0.01,0.03,0.0,0.0,0.0,0.02,0.71,0.0,0.0,0.16,1.35,0.0,1.08,1.19,0.37884314747264203,2
19.86,137.2,6.2308100994780276,7.11,2.07,0.0,6.011190533736155,2.93,0.27,0.27,0.0,0.27,0.17,1.42,1.56,0.33,0.01,2.21,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.02,0.0,0.2,0.83,0.0,0.71,1.01,0.3474320241691843,2
28.93,189.26,5.344969909624937,11.46,0.61,1.25,8.973308365019012,1.49,0.17,0.18,0.0,0.12,0.05,1.27,1.18,0.27,0.01,0.435,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.0,0.0,0.0,0.0,0.16,0.03,0.85,0.0,0.0,0.11,0.52,0.0,0.7,1.53,0.33978568959557554,2
25.36,160.48,5.191543228228531,9.64,0.92,0.69,6.6680656151419555,2.16,0.13,0.13,0.04,0.03,0.03,1.02,0.82,0.26,0.01,0.53,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.13,0.0,0.0,0.0,0.0,0.27,0.07,0.98,0.0,0.0,0.07,0.42,0.0,0.64,1.6,0.35962145110410093,2
22.75,146.11,5.266525976612495,8.35,0.96,0.43,5.886456043956045,1.99,0.18,0.18,0.03,0.02,0.05,0.9,0.75,0.27,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.19,0.0,0.0,0.0,0.0,0.04,0.0,1.08,0.0,0.0,0.22,0.52,0.0,0.57,1.54,0.3701098901098901,2
21.51,136.22,5.15864172840848,7.51,1.27,0.38,4.982907438400748,1.78,0.07,0.07,0.01,0.0,0.05,0.6,0.82,0.3,0.03,0.67,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.18,0.02,0.0,0.0,0.0,0.04,0.05,1.18,0.0,0.0,0.14,0.23,0.0,0.42,1.77,0.402603440260344,2
21.16,139.61,5.427221408565331,6.89,1.14,0.5,6.291511531190924,1.72,0.2,0.2,0.01,0.0,0.06,0.69,1.16,0.27,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.23,0.0,0.0,0.0,0.0,0.09,0.0,1.17,0.0,0.0,0.12,0.55,0.0,0.48,1.45,0.3960302457466919,2
21.64,137.16,5.184138780901923,7.92,1.1,0.4,5.189433641404808,1.25,0.2,0.21,0.03,0.07,0.02,0.68,1.0,0.21,0.01,0.82,0.0,0.01,0.0,0.02,0.0,0.05,0.06,0.17,0.0,0.0,0.0,0.0,0.03,0.04,1.12,0.0,0.0,0.09,0.55,0.0,0.58,1.59,0.40388170055452866,2
21.96,142.36,5.286850573111135,7.89,1.65,0.74,5.789973770491805,1.33,0.15,0.15,0.01,0.05,0.08,0.49,1.1,0.26,0.02,0.76,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.22,0.0,0.0,0.0,0.0,0.04,0.01,1.12,0.0,0.0,0.05,0.46,0.0,0.54,1.73,0.3929872495446266,2
23.05,149.41,5.313932331362609,8.4,1.04,0.39,6.4793264642082455,1.82,0.13,0.13,0.19,0.05,0.03,0.72,0.76,0.34,0.02,0.52,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.22,0.0,0.0,0.0,0.0,0.03,0.06,1.04,0.0,0.0,0.13,0.32,0.0,0.38,1.49,0.37483731019522776,2
21.54,141.38,5.3989311177184245,7.38,1.28,0.75,5.908928690807802,1.89,0.13,0.14,0.03,0.08,0.02,0.77,0.84,0.43,0.01,0.635,0.0,0.01,0.0,0.01,0.0,0.13,0.07,0.14,0.0,0.0,0.0,0.0,0.01,0.01,1.23,0.0,0.0,0.17,0.37,0.0,0.54,1.58,0.3867223769730734,2
22.0,138.71,5.110872493717901,7.51,1.26,0.52,5.272727272727277,2.47,0.11,0.11,0.03,0.02,0.06,0.66,1.16,0.16,0.02,0.59,0.0,0.05,0.0,0.0,0.0,0.06,0.03,0.13,0.02,0.0,0.0,0.0,0.01,0.03,1.18,0.0,0.0,0.11,0.35,0.0,0.47,1.61,0.36727272727272725,2
8.35,54.89,6.06724107990318,2.55,0.87,0.09,-0.43457784431137725,1.24,0.19,0.19,0.0,0.03,0.06,0.22,0.46,0.14,0.16,1.18,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.22,0.0,0.01,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.04,0.6,0.0,0.43,0.47,0.47784431137724553,2
7.25,44.36,5.468352607703614,2.09,0.65,0.02,-2.9481551724137915,1.54,0.23,0.23,0.0,0.07,0.08,0.13,0.33,0.04,0.24,1.145,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.01,0.0,0.14,0.7,0.0,0.51,0.51,0.4910344827586207,2
6.99,44.28,5.402589390142022,1.94,0.74,0.04,-2.4312819742489253,1.3,0.17,0.17,0.0,0.05,0.03,0.17,0.28,0.06,0.22,1.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.29,0.02,0.0,0.06,0.51,0.0,0.41,0.56,0.48783977110157367,2
7.68,46.55,5.590504237831535,2.41,0.81,0.04,-3.6372479166666647,1.26,0.12,0.12,0.02,0.06,0.04,0.16,0.27,0.15,0.39,1.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.0,0.0,0.0,0.0,0.25,0.02,0.0,0.18,0.36,0.0,0.3,0.66,0.46875,2
