number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,number_of_words_in_bot_popular_words,number_of_words_in_human_popular_words,number_of_different_words,author_class
20.58,130.48,5.089210318232495,5.8,1.01,0.05,-1.6523325558794948,2.2,0.91,0.92,0.02,0.01,0.21,0.19,1.14,1.7,0.21,1.145,0.0,0.01,0.0,0.03,0.0,0.0,1.1,0.9,0.0,0.0,0.0,0.0,0.0,0.03,2.21,0.6,0.0,0.0,2.73,0.0,2.26,5.45,0.3999028182701652,2
20.01,130.28,5.225876482561575,5.72,1.02,0.01,-1.6000930034982517,2.12,0.96,0.96,0.03,0.0,0.13,0.18,1.05,1.8,0.12,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.97,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.88,0.0,0.0,2.88,0.0,2.35,5.06,0.3733133433283358,2
21.18,135.34,5.146238771842958,6.36,1.07,0.0,-1.5523684608120867,1.78,0.89,0.89,0.01,0.0,0.12,0.23,1.11,1.96,0.13,1.105,0.0,0.0,0.0,0.0,0.01,0.02,1.05,0.92,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.76,0.0,0.0,2.67,0.0,2.32,5.52,0.3918791312559018,2
21.18,133.03,5.048910230265642,6.62,1.29,0.09,-1.8086479697828146,1.55,0.8,0.8,0.0,0.04,0.1,0.3,1.19,1.93,0.21,0.925,0.0,0.01,0.0,0.0,0.0,0.09,0.89,0.73,0.01,0.0,0.0,0.0,0.0,0.01,1.81,0.81,0.0,0.09,2.4,0.0,2.37,5.8,0.41076487252124644,2
20.42,131.07,5.213727973664431,6.25,1.4,0.05,-1.7319786483839366,1.73,0.66,0.66,0.02,0.05,0.21,0.4,1.22,1.86,0.26,0.965,0.0,0.0,0.0,0.02,0.0,0.04,0.82,0.74,0.0,0.0,0.0,0.0,0.0,0.05,1.61,0.64,0.0,0.07,1.99,0.0,1.94,5.43,0.43535749265426055,2
20.92,133.68,5.097241983219331,6.23,1.11,0.01,-1.644010707456978,1.91,0.9,0.9,0.01,0.02,0.14,0.28,1.13,1.85,0.18,1.125,0.0,0.0,0.0,0.0,0.0,0.02,1.07,0.91,0.0,0.0,0.0,0.0,0.0,0.01,2.13,0.67,0.0,0.0,2.7,0.0,2.29,5.32,0.39579349904397704,2
19.16,113.26,4.742801633386532,6.52,0.9,0.05,-2.938163674321501,1.0,0.31,0.31,0.05,0.02,0.1,0.5,1.03,1.65,0.17,0.95,0.0,0.02,0.0,0.01,0.01,0.05,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.02,1.1,0.07,0.0,0.09,0.94,0.0,1.6,5.9,0.38100208768267224,2
19.12,111.28,4.622196942084561,6.54,0.91,0.05,-3.442823430962342,1.18,0.32,0.32,0.0,0.1,0.09,0.51,1.39,1.76,0.19,0.99,0.0,0.02,0.0,0.02,0.0,0.06,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.02,1.22,0.24,0.0,0.11,0.96,0.0,1.69,6.02,0.39748953974895396,2
16.68,99.04,4.6032556392973865,5.32,0.75,0.08,-4.451106954436451,2.02,0.51,0.51,0.01,0.18,0.04,0.4,1.18,1.24,0.08,2.135,0.0,0.02,0.0,0.02,0.01,0.06,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.02,1.13,0.11,0.0,0.05,1.54,0.0,1.72,5.0,0.37410071942446044,2
19.22,112.49,4.666448927997104,6.75,0.76,0.07,-3.164231217481788,1.01,0.31,0.32,0.0,0.1,0.07,0.45,1.15,1.7,0.23,1.1,0.0,0.02,0.0,0.06,0.0,0.07,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.06,1.12,0.09,0.0,0.1,0.93,0.0,1.5,6.18,0.39073881373569197,2
22.3,130.19,4.67686237725509,8.11,1.02,0.1,-1.866094170403585,0.81,0.17,0.17,0.02,0.11,0.12,0.51,1.07,2.27,0.42,0.85,0.0,0.01,0.0,0.03,0.01,0.12,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.04,1.2,0.21,0.0,0.11,0.53,0.0,1.58,7.52,0.368609865470852,2
20.07,118.28,4.79120124513836,7.09,0.87,0.12,-2.953332785251618,1.13,0.31,0.31,0.0,0.19,0.14,0.51,1.27,1.75,0.14,1.305,0.0,0.01,0.0,0.02,0.06,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.02,1.23,0.22,0.0,0.13,0.92,0.0,1.78,6.31,0.369706028898854,2
20.65,120.18,4.529191215971048,7.14,0.75,0.07,-2.8964999999999996,1.57,0.36,0.36,0.03,0.04,0.08,0.45,1.33,1.82,0.19,1.52,0.0,0.02,0.0,0.02,0.01,0.06,0.18,0.05,0.0,0.0,0.0,0.0,0.0,0.02,1.18,0.19,0.0,0.05,1.09,0.0,1.69,6.56,0.3864406779661017,2
18.07,106.84,4.75277711700077,6.37,0.71,0.06,-3.1944985611510788,1.09,0.35,0.35,0.02,0.07,0.02,0.41,1.14,1.38,0.2,1.265,0.0,0.0,0.0,0.04,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.04,1.11,0.09,0.0,0.03,1.05,0.0,1.6,5.8,0.3967902600996126,2
17.1,99.15,4.5293996524180855,5.89,0.67,0.04,-4.759947368421052,1.46,0.54,0.54,0.02,0.15,0.05,0.25,1.22,1.03,0.14,2.445,0.0,0.01,0.0,0.01,0.0,0.0,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.01,1.19,0.25,0.0,0.12,1.59,0.0,1.67,5.54,0.3333333333333333,2
18.95,111.17,4.908252631021968,6.45,0.93,0.05,-2.919077836411608,1.32,0.23,0.23,0.0,0.14,0.02,0.51,1.04,1.75,0.28,0.86,0.0,0.01,0.0,0.04,0.04,0.0,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.98,0.14,0.0,0.07,0.71,0.0,1.55,6.06,0.3920844327176781,2
20.85,134.22,5.26878811297287,6.49,1.68,1.01,-1.3689076738609103,1.36,0.34,0.34,0.0,0.42,0.09,0.56,0.82,1.45,0.58,0.88,0.0,0.0,0.0,0.05,0.0,0.02,0.23,0.11,0.0,0.01,0.0,0.0,0.0,0.06,1.44,0.32,0.0,0.1,0.93,0.0,1.56,6.08,0.38657074340527575,2
20.82,131.75,5.219388093101315,7.32,1.63,0.96,-1.4001711815561961,2.01,0.34,0.34,0.01,0.33,0.14,0.47,0.62,1.39,0.37,0.895,0.0,0.0,0.0,0.01,0.0,0.07,0.16,0.18,0.0,0.01,0.0,0.0,0.0,0.01,1.47,0.33,0.0,0.03,0.91,0.0,1.92,6.0,0.39241114313160425,2
20.76,133.99,5.324694222744547,6.68,1.5,0.81,-1.2980315992292866,1.38,0.26,0.26,0.02,0.26,0.17,0.42,0.75,1.51,0.3,0.815,0.01,0.0,0.0,0.07,0.02,0.08,0.31,0.08,0.0,0.01,0.0,0.0,0.0,0.08,1.37,0.25,0.0,0.1,0.73,0.0,1.57,5.8,0.3959537572254335,2
20.61,133.82,5.390163563026371,6.92,1.68,0.75,-1.082425084910236,1.11,0.19,0.19,0.01,0.23,0.17,0.47,0.69,1.67,0.42,0.71,0.0,0.0,0.0,0.03,0.0,0.08,0.27,0.07,0.0,0.01,0.0,0.0,0.0,0.03,1.22,0.16,0.0,0.09,0.59,0.0,1.49,6.5,0.4022319262493935,2
21.51,135.02,5.107014115945799,7.06,1.4,0.73,-1.3203003719200357,1.17,0.23,0.24,0.0,0.27,0.13,0.61,0.79,1.91,0.54,0.935,0.0,0.0,0.0,0.04,0.0,0.02,0.28,0.18,0.0,0.0,0.0,0.0,0.0,0.05,1.41,0.26,0.0,0.11,0.67,0.0,1.71,6.39,0.3909809390980939,2
20.94,134.24,5.247073565766742,7.09,1.47,0.77,-0.9148040114613174,1.17,0.14,0.16,0.06,0.4,0.18,0.58,0.56,1.64,0.36,0.745,0.0,0.0,0.0,0.03,0.01,0.03,0.17,0.11,0.0,0.01,0.0,0.0,0.0,0.03,1.13,0.24,0.0,0.08,0.41,0.0,1.26,6.31,0.396370582617001,2
20.08,131.32,5.437589011509172,6.34,1.76,1.06,-1.1183617529880472,1.26,0.2,0.21,0.0,0.21,0.15,0.62,0.68,1.27,0.33,0.755,0.01,0.0,0.0,0.06,0.04,0.05,0.17,0.16,0.0,0.01,0.04,0.0,0.0,0.08,1.19,0.28,0.0,0.07,0.59,0.0,1.58,5.61,0.41434262948207173,2
21.35,137.96,5.341278607282944,7.1,1.62,0.84,-0.5814391100702565,1.14,0.24,0.24,0.0,0.31,0.12,0.59,0.64,1.6,0.28,0.815,0.0,0.0,0.0,0.01,0.0,0.04,0.2,0.09,0.0,0.01,0.0,0.0,0.0,0.03,1.21,0.28,0.0,0.05,0.72,0.0,1.78,6.07,0.409367681498829,2
20.53,137.89,5.5842011007795564,6.84,2.1,0.95,-0.7033194836824137,1.36,0.22,0.25,0.0,0.42,0.1,0.4,0.51,1.72,0.46,0.66,0.0,0.0,0.0,0.06,0.0,0.03,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.07,1.14,0.28,0.0,0.05,0.67,0.0,1.72,6.05,0.37993180711154406,2
20.83,139.86,5.701408515051757,6.94,2.5,0.41,-0.5041300528084491,1.88,0.17,0.17,0.01,0.31,0.09,0.55,0.78,2.16,0.53,0.83,0.0,0.0,0.0,0.01,0.0,0.11,0.16,0.14,0.0,0.01,0.0,0.0,0.0,0.01,0.98,0.15,0.0,0.08,0.51,0.0,1.41,5.85,0.37253960633701394,2
17.43,121.15,5.744555627103859,4.58,1.75,1.07,-0.8308542168674702,1.41,0.05,0.68,0.04,0.22,0.1,0.18,1.02,1.0,0.09,0.71,0.0,0.01,0.0,0.06,0.0,0.02,0.3,0.58,0.02,0.01,0.0,0.0,0.0,0.07,1.42,0.18,0.0,0.22,1.94,0.0,2.59,4.04,0.408491107286288,2
17.11,124.15,6.0438261338110735,4.03,1.52,1.4,0.37255517241379366,2.36,0.19,0.63,0.05,0.13,0.12,0.2,0.8,0.9,0.06,0.58,0.0,0.03,0.0,0.21,0.0,0.07,0.34,0.24,0.0,0.03,0.0,0.0,0.0,0.21,1.16,0.18,0.0,0.11,1.76,0.0,2.49,3.24,0.40736411455289306,2
17.62,123.98,5.787706686422789,4.55,1.53,1.59,-0.5211511918274674,2.05,0.54,0.66,0.01,0.19,0.06,0.08,1.0,0.81,0.07,0.725,0.0,0.03,0.0,0.21,0.0,0.06,0.29,0.3,0.0,0.02,0.0,0.0,0.01,0.22,1.45,0.18,0.0,0.07,1.95,0.0,2.43,3.38,0.39897843359818386,2
17.34,122.85,5.845860134278383,4.16,1.25,1.71,-0.19856493656286034,2.07,0.82,0.84,0.0,0.22,0.14,0.24,0.9,0.67,0.04,0.83,0.0,0.01,0.0,0.18,0.0,0.04,0.23,0.11,0.0,0.02,0.0,0.0,0.0,0.19,1.64,0.09,0.0,0.08,2.21,0.0,2.32,3.25,0.4232987312572088,2
18.31,125.53,5.616775917269339,4.3,1.58,1.47,-0.56095144729656,3.23,1.0,1.02,0.07,0.18,0.07,0.17,1.28,0.81,0.04,0.865,0.0,0.04,0.0,0.15,0.0,0.02,0.25,0.23,0.0,0.01,0.0,0.0,0.0,0.16,1.71,0.12,0.0,0.08,2.9,0.0,2.81,3.36,0.4057891862370289,2
19.48,131.23,5.42503465513413,4.93,1.68,1.41,-0.28766652977412477,3.33,0.87,0.88,0.04,0.13,0.1,0.12,1.04,0.97,0.19,0.835,0.0,0.02,0.0,0.23,0.0,0.02,0.28,0.14,0.0,0.01,0.0,0.0,0.02,0.23,1.67,0.16,0.0,0.38,2.46,0.0,2.65,3.9,0.41786447638603696,2
17.25,124.02,5.90744104723517,3.8,1.82,1.65,0.05761594202898479,2.35,0.75,0.76,0.01,0.16,0.08,0.17,0.93,0.67,0.07,0.755,0.0,0.01,0.0,0.1,0.0,0.02,0.34,0.37,0.0,0.0,0.0,0.0,0.01,0.1,1.49,0.18,0.0,0.16,2.1,0.0,2.19,3.19,0.4272463768115942,2
17.62,123.02,5.821936206836565,4.54,2.0,1.25,-0.23318297389330134,2.02,0.64,0.64,0.02,0.37,0.08,0.17,1.08,1.0,0.08,0.655,0.0,0.0,0.0,0.17,0.0,0.02,0.2,0.46,0.0,0.0,0.0,0.0,0.0,0.18,1.31,0.11,0.0,0.12,1.82,0.0,2.09,3.77,0.4199772985244041,2
16.47,119.44,6.215219952116804,3.92,2.03,1.58,-0.17520030358227068,2.76,0.55,0.56,0.02,0.4,0.06,0.23,0.8,0.8,0.13,0.54,0.0,0.0,0.0,0.14,0.0,0.06,0.19,0.46,0.0,0.01,0.0,0.0,0.0,0.16,1.08,0.09,0.0,0.12,1.55,0.0,1.63,3.49,0.4146933819064967,2
17.51,127.23,6.174906603110698,3.89,2.52,1.2,0.5252506567675645,2.29,0.62,0.62,0.06,0.22,0.04,0.24,0.98,0.98,0.13,0.62,0.0,0.03,0.0,0.1,0.0,0.04,0.34,0.38,0.0,0.02,0.0,0.0,0.04,0.1,1.22,0.08,0.0,0.06,1.82,0.0,1.99,3.32,0.39920045688178185,2
20.97,142.83,5.210360568755179,6.05,3.25,0.22,-0.3271983309489741,1.78,0.57,0.57,0.0,0.31,0.04,0.64,1.43,1.59,0.2,0.825,0.0,0.02,0.0,0.06,0.0,0.1,0.18,0.35,0.0,0.01,0.0,0.0,0.01,0.07,1.43,0.32,0.0,0.23,1.64,0.0,1.99,5.47,0.4210777300906056,2
22.32,135.62,4.859160150237509,7.44,1.41,0.26,-1.4874401433691737,1.74,0.45,0.46,0.0,0.31,0.16,0.6,1.37,1.44,0.24,0.775,0.0,0.08,0.0,0.04,0.04,0.08,0.26,0.09,0.0,0.0,0.0,0.0,0.01,0.05,1.53,0.49,0.0,0.21,1.45,0.0,1.83,6.65,0.40949820788530467,2
21.0,124.29,4.736313330351833,7.06,1.28,0.25,-2.4552380952380943,1.68,0.41,0.41,0.0,0.22,0.09,0.7,1.27,1.36,0.31,0.72,0.0,0.02,0.0,0.05,0.0,0.11,0.15,0.09,0.0,0.0,0.0,0.0,0.01,0.06,1.32,0.41,0.0,0.22,1.22,0.0,1.74,6.37,0.4138095238095238,2
20.41,123.14,4.898406419882673,6.62,1.44,0.32,-2.2244165115139634,1.74,0.48,0.48,0.04,0.27,0.12,0.74,1.31,1.54,0.29,0.695,0.0,0.05,0.0,0.05,0.04,0.23,0.27,0.1,0.0,0.0,0.02,0.0,0.01,0.07,1.37,0.45,0.0,0.16,1.46,0.0,1.89,5.72,0.42626163645271925,2
20.89,127.9,4.9721453144187455,6.48,1.49,0.46,-2.172722881761608,2.24,0.57,0.59,0.02,0.43,0.07,0.58,1.01,1.31,0.3,0.865,0.0,0.02,0.0,0.05,0.05,0.11,0.32,0.16,0.0,0.01,0.02,0.0,0.0,0.06,1.57,0.42,0.0,0.22,1.77,0.0,2.05,5.98,0.421254188606989,2
20.39,125.1,5.1066816616015185,7.06,1.65,0.25,-2.1053840608141243,1.06,0.33,0.34,0.0,0.39,0.11,0.8,1.03,1.63,0.23,0.66,0.0,0.04,0.0,0.06,0.02,0.11,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.07,1.22,0.38,0.0,0.12,1.03,0.0,1.8,6.02,0.4070622854340363,2
19.95,120.23,4.975355615686275,6.99,1.13,0.32,-2.427043859649123,1.38,0.43,0.43,0.0,0.21,0.17,0.77,1.18,1.5,0.34,0.655,0.0,0.02,0.0,0.0,0.02,0.03,0.12,0.07,0.0,0.0,0.02,0.0,0.0,0.0,1.19,0.38,0.0,0.21,1.23,0.0,1.75,5.88,0.4195488721804511,2
21.51,126.51,4.850848716378559,7.67,1.2,0.21,-2.0938010692701052,1.19,0.38,0.39,0.0,0.17,0.07,0.59,1.42,1.83,0.31,0.635,0.0,0.02,0.0,0.06,0.0,0.12,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.06,1.27,0.44,0.0,0.25,1.14,0.0,1.66,6.84,0.4402603440260344,2
22.32,140.0,5.028125016589504,6.99,1.72,0.3,-1.085648028673834,1.82,0.3,0.3,0.0,0.29,0.12,0.8,1.2,1.86,0.29,0.72,0.0,0.02,0.0,0.1,0.04,0.05,0.16,0.25,0.0,0.0,0.02,0.0,0.15,0.1,1.38,0.35,0.0,0.16,0.98,0.0,1.56,6.88,0.44175627240143367,2
23.5,148.32,4.925498541794124,7.81,2.23,0.3,-0.4145319148936153,1.61,0.36,0.36,0.01,0.31,0.12,0.57,0.91,1.82,0.33,0.74,0.0,0.02,0.0,0.05,0.0,0.11,0.24,0.27,0.0,0.0,0.0,0.0,0.0,0.06,1.38,0.53,0.0,0.2,1.1,0.0,1.8,6.72,0.41702127659574467,2
16.12,92.6,4.727199007185622,5.13,0.97,0.03,-5.072182630272952,1.32,0.47,0.47,0.0,0.07,0.07,0.17,1.06,1.3,0.25,1.17,0.0,0.0,0.0,0.06,0.01,0.03,0.01,0.16,0.0,0.0,0.0,0.0,0.0,0.06,1.3,0.42,0.0,0.1,1.41,0.0,1.54,5.05,0.445409429280397,2
16.55,94.72,4.801998978061034,5.29,0.95,0.0,-4.729216012084592,1.37,0.56,0.57,0.0,0.06,0.1,0.33,1.22,1.3,0.22,0.915,0.0,0.0,0.0,0.1,0.0,0.1,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.1,1.33,0.3,0.0,0.17,1.63,0.0,1.68,5.16,0.4501510574018127,2
17.73,99.06,4.515659232289652,5.93,0.97,0.01,-4.642135871404399,1.29,0.55,0.55,0.0,0.13,0.12,0.26,1.17,1.26,0.21,0.955,0.0,0.0,0.0,0.05,0.05,0.04,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.05,1.45,0.51,0.0,0.1,1.62,0.0,1.72,5.51,0.45798082346305696,2
16.03,90.58,4.6681266349993376,4.94,0.97,0.05,-5.20866805988771,1.92,0.61,0.61,0.0,0.12,0.28,0.22,1.09,1.36,0.44,0.83,0.01,0.05,0.0,0.04,0.0,0.07,0.08,0.09,0.0,0.02,0.02,0.0,0.0,0.07,1.42,0.25,0.0,0.05,1.88,0.0,1.79,5.02,0.4497816593886463,2
17.64,98.39,4.554092123414779,5.52,0.97,0.01,-4.877406802721087,1.42,0.56,0.56,0.0,0.16,0.11,0.23,1.23,1.2,0.23,0.9,0.0,0.0,0.0,0.05,0.0,0.09,0.07,0.23,0.0,0.0,0.0,0.0,0.01,0.05,1.44,0.27,0.0,0.0,1.72,0.0,1.85,5.49,0.45351473922902497,2
17.98,101.98,4.618464712280457,6.04,0.99,0.04,-4.430080311457175,1.61,0.55,0.55,0.0,0.2,0.19,0.26,1.01,1.6,0.31,1.12,0.0,0.0,0.0,0.05,0.0,0.03,0.09,0.32,0.0,0.0,0.0,0.0,0.0,0.06,1.58,0.16,0.0,0.04,1.62,0.0,1.91,5.8,0.4521690767519466,2
18.04,102.68,4.767468604481473,5.98,0.88,0.01,-4.086883370288248,1.61,0.55,0.55,0.01,0.07,0.11,0.26,1.06,1.31,0.23,1.04,0.0,0.0,0.0,0.01,0.02,0.03,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.01,1.38,0.24,0.0,0.05,1.58,0.0,1.74,5.9,0.43957871396895787,2
18.96,106.26,4.7300114979475065,6.44,0.98,0.03,-3.9324143459915604,1.3,0.43,0.44,0.0,0.1,0.07,0.37,1.08,1.29,0.29,0.75,0.0,0.01,0.0,0.02,0.0,0.02,0.09,0.28,0.0,0.05,0.0,0.0,0.0,0.02,1.3,0.23,0.0,0.06,1.27,0.0,1.6,6.21,0.4472573839662447,2
17.91,98.12,4.663616382177042,6.42,0.96,0.05,-4.764005639307648,1.25,0.39,0.4,0.0,0.24,0.04,0.21,0.85,1.58,0.45,0.86,0.0,0.01,0.0,0.02,0.0,0.01,0.04,0.34,0.0,0.0,0.0,0.0,0.0,0.02,1.24,0.23,0.0,0.04,1.17,0.0,1.74,6.18,0.42266890005583474,2
16.88,96.61,4.892194733690904,5.89,1.04,0.1,-5.113079620853082,1.39,0.58,0.58,0.0,0.23,0.18,0.21,0.88,1.46,0.18,0.84,0.0,0.0,0.0,0.01,0.02,0.06,0.07,0.1,0.0,0.0,0.0,0.0,0.01,0.01,1.46,0.12,0.0,0.05,1.78,0.0,1.7,5.54,0.4324644549763033,2
15.0,81.84,4.672514531340098,5.57,0.56,0.06,-5.602133333333331,0.93,0.27,0.27,0.01,0.08,0.11,0.13,0.36,0.96,0.28,0.425,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.03,0.57,0.37,0.0,0.09,0.82,0.0,1.18,5.54,0.4033333333333333,2
16.32,87.02,4.825583718390885,6.3,0.44,0.05,-5.335249019607842,0.94,0.45,0.45,0.0,0.08,0.22,0.17,0.59,0.93,0.19,0.32,0.0,0.0,0.0,0.0,0.02,0.08,0.01,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.54,0.0,0.0,1.39,0.0,1.47,5.6,0.39644607843137253,2
16.21,84.43,4.527285051985305,6.27,0.46,0.0,-5.723004380012338,0.86,0.39,0.4,0.01,0.14,0.15,0.11,0.64,0.9,0.31,0.44,0.0,0.0,0.0,0.01,0.15,0.04,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.54,0.57,0.0,0.07,1.19,0.0,1.31,5.99,0.378778531770512,2
16.53,87.84,4.468194156625403,6.39,0.58,0.0,-5.452676890502117,0.7,0.24,0.24,0.0,0.21,0.06,0.14,0.41,0.98,0.16,0.485,0.0,0.0,0.0,0.01,0.0,0.05,0.05,0.16,0.0,0.0,0.0,0.0,0.04,0.01,0.63,0.43,0.0,0.08,0.8,0.0,1.22,6.12,0.3956442831215971,2
12.51,66.08,4.675100710969394,4.75,0.6,0.0,-6.975848201438849,0.7,0.29,0.29,0.01,0.09,0.13,0.18,0.43,0.66,0.11,0.415,0.0,0.0,0.0,0.01,0.0,0.05,0.01,0.14,0.0,0.0,0.0,0.0,0.0,0.01,0.47,0.29,0.0,0.04,0.87,0.0,1.02,4.46,0.4172661870503597,2
14.72,77.64,4.745391645023398,5.86,0.58,0.02,-5.728819565217391,0.69,0.26,0.26,0.0,0.25,0.19,0.19,0.42,0.78,0.25,0.49,0.0,0.0,0.0,0.0,0.06,0.08,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.43,0.0,0.05,0.79,0.0,1.11,5.44,0.40964673913043476,2
15.85,81.58,4.363424522926259,6.34,0.57,0.01,-5.805219242902208,0.91,0.24,0.24,0.0,0.18,0.15,0.13,0.42,1.0,0.26,0.375,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.04,0.43,0.28,0.0,0.0,0.73,0.0,1.15,6.22,0.37350157728706623,2
15.7,84.95,4.744143149906327,6.15,0.48,0.0,-5.1904394904458595,0.66,0.31,0.31,0.0,0.17,0.17,0.19,0.42,1.09,0.25,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.12,0.0,0.04,0.94,0.0,1.31,5.88,0.3955414012738854,2
17.0,88.69,4.45832737078108,6.68,0.45,0.01,-4.9965882352941176,0.76,0.2,0.2,0.0,0.27,0.16,0.27,0.31,1.14,0.3,0.255,0.0,0.0,0.0,0.0,0.02,0.24,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.21,0.0,0.02,0.62,0.0,1.15,6.37,0.3870588235294118,2
15.17,80.14,4.499490900242004,6.07,0.53,0.0,-6.041135728411337,0.65,0.21,0.21,0.0,0.3,0.13,0.22,0.36,0.93,0.16,0.46,0.0,0.0,0.0,0.0,0.03,0.15,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.15,0.0,0.02,0.63,0.0,1.05,5.59,0.3869479235332894,2
17.25,106.61,5.269139262553803,5.61,1.37,0.14,-3.164297101449275,1.39,0.4,0.4,0.0,0.21,0.14,0.44,1.17,1.47,0.36,0.465,0.0,0.0,0.0,0.03,0.08,0.14,0.15,0.17,0.0,0.01,0.02,0.0,0.0,0.03,0.81,0.17,0.0,0.03,1.22,0.0,1.59,5.02,0.44869565217391305,2
16.31,95.2,4.78733341887304,5.67,1.1,0.08,-4.642220784794604,1.37,0.43,0.43,0.0,0.33,0.12,0.49,1.14,1.14,0.28,0.46,0.0,0.0,0.0,0.04,0.04,0.08,0.13,0.2,0.0,0.01,0.0,0.0,0.0,0.04,0.7,0.26,0.0,0.02,1.31,0.0,1.44,5.21,0.4071122011036174,2
18.01,103.43,4.789134967290832,6.47,1.11,0.07,-4.19597229317046,0.87,0.25,0.26,0.0,0.28,0.12,0.63,1.17,1.34,0.26,0.44,0.0,0.0,0.0,0.02,0.02,0.14,0.14,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.7,0.35,0.0,0.13,0.77,0.0,1.34,5.88,0.42309827873403666,2
16.88,98.67,4.9453110538606,6.13,1.03,0.28,-4.581799999999999,1.14,0.27,0.27,0.0,0.28,0.11,0.52,0.92,1.2,0.22,0.3,0.0,0.0,0.0,0.02,0.04,0.04,0.18,0.06,0.01,0.0,0.0,0.0,0.01,0.02,0.5,0.22,0.0,0.14,0.81,0.0,1.28,5.39,0.41706161137440756,2
16.33,93.4,4.83786851241912,6.21,1.07,0.11,-4.596682731169626,0.91,0.22,0.22,0.02,0.21,0.17,0.36,1.12,1.37,0.21,0.255,0.0,0.0,0.0,0.01,0.02,0.1,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.01,0.47,0.16,0.0,0.11,0.66,0.0,1.21,5.42,0.41824862216778935,2
16.33,98.11,4.845164724930696,5.38,1.12,0.18,-4.177576791181874,1.04,0.39,0.39,0.01,0.27,0.1,0.55,1.17,1.27,0.15,0.425,0.0,0.0,0.0,0.05,0.0,0.05,0.14,0.15,0.0,0.0,0.02,0.0,0.0,0.06,0.75,0.11,0.0,0.15,1.15,0.0,1.45,4.81,0.4470300061236987,2
16.78,103.0,5.310457817201748,5.48,1.37,0.18,-3.553666507747316,1.16,0.33,0.33,0.0,0.3,0.11,0.4,0.98,1.24,0.29,0.37,0.0,0.0,0.0,0.03,0.04,0.05,0.24,0.24,0.0,0.0,0.0,0.0,0.01,0.03,0.68,0.15,0.0,0.14,1.04,0.0,1.33,4.89,0.4535160905840286,2
17.02,104.33,5.036551660308528,5.65,1.39,0.18,-3.8148321974148054,1.34,0.33,0.33,0.0,0.34,0.05,0.38,1.11,1.41,0.22,0.45,0.0,0.0,0.0,0.08,0.0,0.13,0.27,0.19,0.0,0.0,0.0,0.0,0.0,0.08,0.7,0.2,0.0,0.12,1.0,0.0,1.35,5.1,0.44418331374853115,2
15.76,92.91,5.206546328524808,5.82,1.19,0.06,-4.779006091370558,0.84,0.36,0.36,0.0,0.43,0.07,0.5,1.12,1.16,0.19,0.285,0.0,0.0,0.0,0.02,0.02,0.06,0.09,0.15,0.0,0.0,0.0,0.0,0.0,0.02,0.55,0.26,0.0,0.04,1.08,0.0,1.32,5.05,0.4098984771573604,2
